type	subtype	matched	shown	file
albicidin	albA	49063	1000	0000.txt.gz
albicidin	albB	364	364	0001.txt.gz
albicidin	albD	2361	1000	0002.txt.gz
albicidin	albF	51	51	0003.txt.gz
albicidin	albG	59	59	0004.txt.gz
aminocoumarin	couR5	994	994	0005.txt.gz
aminocoumarin	novA	73195	1000	0006.txt.gz
aminoglycoside	aac(2')*	1726	1000	0007.txt.gz
aminoglycoside	aac(2')-I	47210	1000	0008.txt.gz
aminoglycoside	aac(2')-II	5128	1000	0009.txt.gz
aminoglycoside	aac(3)*	235324	1000	0010.txt.gz
aminoglycoside	aac(3)-I	112307	1000	0011.txt.gz
aminoglycoside	aac(3)-II	61961	1000	0012.txt.gz
aminoglycoside	aac(3)-III	2352	1000	0013.txt.gz
aminoglycoside	aac(3)-IV	73581	1000	0014.txt.gz
aminoglycoside	aac(3)-IX	28	28	0015.txt.gz
aminoglycoside	aac(3)-VI	3665	1000	0016.txt.gz
aminoglycoside	aac(3)-VII	119	119	0017.txt.gz
aminoglycoside	aac(3)-VIII	1179	1000	0018.txt.gz
aminoglycoside	aac(3)-X	65	65	0019.txt.gz
aminoglycoside	aac(3)-XI	11994	1000	0020.txt.gz
aminoglycoside	aac(6')*	553938	1000	0021.txt.gz
aminoglycoside	aac(6')-I	209119	1000	0022.txt.gz
aminoglycoside	aac(6')-II	30545	1000	0023.txt.gz
aminoglycoside	aac(6')-III	20	20	0024.txt.gz
aminoglycoside	ant(2'')-I	37932	1000	0025.txt.gz
aminoglycoside	ant(3'')-I	307336	1000	0026.txt.gz
aminoglycoside	ant(3'')-II	47761	1000	0027.txt.gz
aminoglycoside	ant(4')-I	72674	1000	0028.txt.gz
aminoglycoside	ant(4')-II	1339	1000	0029.txt.gz
aminoglycoside	ant(6)*	537543	1000	0030.txt.gz
aminoglycoside	ant(6)-I	107133	1000	0031.txt.gz
aminoglycoside	ant(9)*	358005	1000	0032.txt.gz
aminoglycoside	ant(9)-I	22024	1000	0033.txt.gz
aminoglycoside	aph(2'')*	2024	1000	0034.txt.gz
aminoglycoside	aph(2'')-I	356590	1000	0035.txt.gz
aminoglycoside	aph(2'')-II	111785	1000	0036.txt.gz
aminoglycoside	aph(2'')-III	13608	1000	0037.txt.gz
aminoglycoside	aph(2'')-IV	26858	1000	0038.txt.gz
aminoglycoside	aph(3'')*	83803	1000	0039.txt.gz
aminoglycoside	aph(3'')-I	265850	1000	0040.txt.gz
aminoglycoside	aph(3')*	391300	1000	0041.txt.gz
aminoglycoside	aph(3')-I	171910	1000	0042.txt.gz
aminoglycoside	aph(3')-II	125338	1000	0043.txt.gz
aminoglycoside	aph(3')-III	365065	1000	0044.txt.gz
aminoglycoside	aph(3')-IV	93	93	0045.txt.gz
aminoglycoside	aph(3')-IX	932	932	0046.txt.gz
aminoglycoside	aph(3')-V	488	488	0047.txt.gz
aminoglycoside	aph(3')-VI	16000	1000	0048.txt.gz
aminoglycoside	aph(3')-VII	12804	1000	0049.txt.gz
aminoglycoside	aph(3')-VIII	439	439	0050.txt.gz
aminoglycoside	aph(3')-XV	11896	1000	0051.txt.gz
aminoglycoside	aph(3')-XVI	1768	1000	0052.txt.gz
aminoglycoside	aph(4)-I	23805	1000	0053.txt.gz
aminoglycoside	aph(6)*	27230	1000	0054.txt.gz
aminoglycoside	aph(6)-I	391224	1000	0055.txt.gz
aminoglycoside	aph(7'')-I	826	826	0056.txt.gz
aminoglycoside	aph(9)-I	28426	1000	0057.txt.gz
aminoglycoside	apmA	16194	1000	0058.txt.gz
aminoglycoside	armA	2661	1000	0059.txt.gz
aminoglycoside	cmnU	36	36	0060.txt.gz
aminoglycoside	eis	78226	1000	0061.txt.gz
aminoglycoside	fmrO	95	95	0062.txt.gz
aminoglycoside	gar	909	909	0063.txt.gz
aminoglycoside	grdA	249	249	0064.txt.gz
aminoglycoside	grmA	428	428	0065.txt.gz
aminoglycoside	grmB	132	132	0066.txt.gz
aminoglycoside	grmO	1014	1000	0067.txt.gz
aminoglycoside	kamA	10	10	0068.txt.gz
aminoglycoside	kamB	1581	1000	0069.txt.gz
aminoglycoside	kamC	280	280	0070.txt.gz
aminoglycoside	kgmB	10	10	0071.txt.gz
aminoglycoside	kmr	3664	1000	0072.txt.gz
aminoglycoside	krm	14	14	0073.txt.gz
aminoglycoside	nbrB	7	7	0074.txt.gz
aminoglycoside	npmA	27584	1000	0075.txt.gz
aminoglycoside	npmB	646	646	0076.txt.gz
aminoglycoside	npmC	3197	1000	0077.txt.gz
aminoglycoside	rmt*	49157	1000	0078.txt.gz
aminoglycoside	rmtA	19	19	0079.txt.gz
aminoglycoside	rmtB	10436	1000	0080.txt.gz
aminoglycoside	rmtC	224	224	0081.txt.gz
aminoglycoside	rmtD	22839	1000	0082.txt.gz
aminoglycoside	rmtE	234	234	0083.txt.gz
aminoglycoside	rmtF	21066	1000	0084.txt.gz
aminoglycoside	rmtG	5951	1000	0085.txt.gz
aminoglycoside	rmtH	23	23	0086.txt.gz
aminoglycoside	sgm	345	345	0087.txt.gz
aminoglycoside	spcM	23	23	0088.txt.gz
aminoglycoside	warA	41	41	0089.txt.gz
aminonucleoside	ard1	33	33	0090.txt.gz
aminonucleoside	ard2	193	193	0091.txt.gz
aminonucleoside	pac	4427	1000	0092.txt.gz
aminonucleoside	pur8	373	373	0093.txt.gz
avilamycin	aviABC-1	2636	1000	0094.txt.gz
avilamycin	aviABC-2	235	235	0095.txt.gz
avilamycin	aviRa	277	277	0096.txt.gz
avilamycin	aviRb	2814	1000	0097.txt.gz
avilamycin	emtA	5608	1000	0098.txt.gz
bacitracin	bahA	2910	1000	0099.txt.gz
bacitracin	bceA	455223	1000	0100.txt.gz
bacitracin	bceB	410600	1000	0101.txt.gz
bacitracin	bcrA	421710	1000	0102.txt.gz
bacitracin	bcrB	302345	1000	0103.txt.gz
bacteriocin	anrA	2945	1000	0104.txt.gz
bacteriocin	anrB	3051	1000	0105.txt.gz
bacteriocin	cprA	424054	1000	0106.txt.gz
bacteriocin	cprB	11225	1000	0107.txt.gz
bacteriocin	cprC	11086	1000	0108.txt.gz
bacteriocin	nsr	78999	1000	0109.txt.gz
bacteriocin	nsrF	71017	1000	0110.txt.gz
bacteriocin	nsrP	8370	1000	0111.txt.gz
bacteriocin	psdA	56937	1000	0112.txt.gz
bacteriocin	psdB	61123	1000	0113.txt.gz
bacteriocin	rapA	65571	1000	0114.txt.gz
bacteriocin	rapB	76732	1000	0115.txt.gz
bacteriocin	vraD	55314	1000	0116.txt.gz
bacteriocin	vraE	52822	1000	0117.txt.gz
bacteriocin	ysaB	89615	1000	0118.txt.gz
bacteriocin	ysaC	96137	1000	0119.txt.gz
beta-lactam	bla*	783438	1000	0120.txt.gz
beta-lactam	bla1	14607	1000	0121.txt.gz
beta-lactam	bla2	12885	1000	0122.txt.gz
beta-lactam	bla3	7448	1000	0123.txt.gz
beta-lactam	blaA	854	854	0124.txt.gz
beta-lactam	blaAAK	6450	1000	0125.txt.gz
beta-lactam	blaACA	33141	1000	0126.txt.gz
beta-lactam	blaACC	7718	1000	0127.txt.gz
beta-lactam	blaACI	84973	1000	0128.txt.gz
beta-lactam	blaACT	89231	1000	0129.txt.gz
beta-lactam	blaADC	23270	1000	0130.txt.gz
beta-lactam	blaAER	14219	1000	0131.txt.gz
beta-lactam	blaAFM	1023	1000	0132.txt.gz
beta-lactam	blaAHM	12076	1000	0133.txt.gz
beta-lactam	blaAIM	12901	1000	0134.txt.gz
beta-lactam	blaALG11	4563	1000	0135.txt.gz
beta-lactam	blaALG6	2385	1000	0136.txt.gz
beta-lactam	blaALI	821	821	0137.txt.gz
beta-lactam	blaAMZ	5838	1000	0138.txt.gz
beta-lactam	blaANA	401	401	0139.txt.gz
beta-lactam	blaAQU	3028	1000	0140.txt.gz
beta-lactam	blaARL	3585	1000	0141.txt.gz
beta-lactam	blaASDC	3755	1000	0142.txt.gz
beta-lactam	blaAST	48	48	0143.txt.gz
beta-lactam	blaASU1	1089	1000	0144.txt.gz
beta-lactam	blaAVDC	1873	1000	0145.txt.gz
beta-lactam	blaAXC	1352	1000	0146.txt.gz
beta-lactam	blaB	3422	1000	0147.txt.gz
beta-lactam	blaB3SU1	684	684	0148.txt.gz
beta-lactam	blaB3SU2	41127	1000	0149.txt.gz
beta-lactam	blaBAT	131	131	0150.txt.gz
beta-lactam	blaBBI	500	500	0151.txt.gz
beta-lactam	blaBCL	1673	1000	0152.txt.gz
beta-lactam	blaBEL	4798	1000	0153.txt.gz
beta-lactam	blaBES	3160	1000	0154.txt.gz
beta-lactam	blaBIC	160	160	0155.txt.gz
beta-lactam	blaBIM	187	187	0156.txt.gz
beta-lactam	blaBJP	50678	1000	0157.txt.gz
beta-lactam	blaBKC	1576	1000	0158.txt.gz
beta-lactam	blaBMHC	1249	1000	0159.txt.gz
beta-lactam	blaBOR	340	340	0160.txt.gz
beta-lactam	blaBPU	5994	1000	0161.txt.gz
beta-lactam	blaBRO	9324	1000	0162.txt.gz
beta-lactam	blaBSU	288	288	0163.txt.gz
beta-lactam	blaBUT	556	556	0164.txt.gz
beta-lactam	blaC	1139	1000	0165.txt.gz
beta-lactam	blaCAE	6425	1000	0166.txt.gz
beta-lactam	blaCAM	1292	1000	0167.txt.gz
beta-lactam	blaCAR	8693	1000	0168.txt.gz
beta-lactam	blaCARB	8539	1000	0169.txt.gz
beta-lactam	blaCAU	21486	1000	0170.txt.gz
beta-lactam	blaCBP	431	431	0171.txt.gz
beta-lactam	blaCDA	377	377	0172.txt.gz
beta-lactam	blaCDD	11786	1000	0173.txt.gz
beta-lactam	blaCESS	10901	1000	0174.txt.gz
beta-lactam	blaCGA	627	627	0175.txt.gz
beta-lactam	blaCHM	9337	1000	0176.txt.gz
beta-lactam	blaCIA	750	750	0177.txt.gz
beta-lactam	blaCIM	711	711	0178.txt.gz
beta-lactam	blaCKO	4783	1000	0179.txt.gz
beta-lactam	blaCMA/CSA	2499	1000	0180.txt.gz
beta-lactam	blaCME	3294	1000	0181.txt.gz
beta-lactam	blaCMH	19847	1000	0182.txt.gz
beta-lactam	blaCMY	124978	1000	0183.txt.gz
beta-lactam	blaCOR	100	100	0184.txt.gz
beta-lactam	blaCPS	4435	1000	0185.txt.gz
beta-lactam	blaCRD3	12090	1000	0186.txt.gz
beta-lactam	blaCRH	300	300	0187.txt.gz
beta-lactam	blaCRP	71	71	0188.txt.gz
beta-lactam	blaCSP	10508	1000	0189.txt.gz
beta-lactam	blaCSR	2560	1000	0190.txt.gz
beta-lactam	blaCTX-M	64426	1000	0191.txt.gz
beta-lactam	blaCVI	104	104	0192.txt.gz
beta-lactam	blaDES	953	953	0193.txt.gz
beta-lactam	blaDHA	26018	1000	0194.txt.gz
beta-lactam	blaDHT2	3796	1000	0195.txt.gz
beta-lactam	blaDIM	5147	1000	0196.txt.gz
beta-lactam	blaDYB	2125	1000	0197.txt.gz
beta-lactam	blaE	752	752	0198.txt.gz
beta-lactam	blaEAM	1002	1000	0199.txt.gz
beta-lactam	blaEBR	7310	1000	0200.txt.gz
beta-lactam	blaEC	387299	1000	0201.txt.gz
beta-lactam	blaECM	3657	1000	0202.txt.gz
beta-lactam	blaECV	35	35	0203.txt.gz
beta-lactam	blaEFM	3068	1000	0204.txt.gz
beta-lactam	blaELC	7363	1000	0205.txt.gz
beta-lactam	blaELM	214	214	0206.txt.gz
beta-lactam	blaERP	1309	1000	0207.txt.gz
beta-lactam	blaESP	9695	1000	0208.txt.gz
beta-lactam	blaEVM	1761	1000	0209.txt.gz
beta-lactam	blaEXO	1804	1000	0210.txt.gz
beta-lactam	blaF	1557	1000	0211.txt.gz
beta-lactam	blaFAR	237	237	0212.txt.gz
beta-lactam	blaFEZ	11309	1000	0213.txt.gz
beta-lactam	blaFIA	216	216	0214.txt.gz
beta-lactam	blaFIM	84	84	0215.txt.gz
beta-lactam	blaFONA	3010	1000	0216.txt.gz
beta-lactam	blaFOX	8523	1000	0217.txt.gz
beta-lactam	blaFPH	185	185	0218.txt.gz
beta-lactam	blaFRI	81	81	0219.txt.gz
beta-lactam	blaFTU	216	216	0220.txt.gz
