lat	lon	size
58.2	22.5	2
58.2	26.3	4
58.2	26.9	2
58.3	-134.4	2
58.3	-3.7	3
58.3	6.2	2
58.3	8.6	1
58.3	15.2	1
58.3	16.2	1
58.3	21.9	6
58.3	22.1	2
58.3	22.5	2
58.3	22.6	2
58.3	25.5	9
58.3	25.6	2
58.3	26.4	2
58.3	26.5	4
58.3	26.6	2
58.3	26.7	3
58.3	26.8	2
58.3	26.9	2
58.3	27.0	2
58.3	27.3	2
58.4	-111.0	1
58.4	-4.0	9
58.4	11.2	1
58.4	13.3	1
58.4	15.2	1
58.4	15.6	4
58.4	22.2	2
58.4	22.5	2
58.4	22.7	1
58.4	23.3	2
58.4	24.5	1
58.4	25.2	2
58.4	25.3	2
58.4	25.5	2
58.4	25.6	2
58.4	25.8	1
58.4	26.5	3
58.4	26.6	4
58.4	26.7	15
58.4	26.8	2
58.4	26.9	2
58.5	12.9	51
58.5	13.0	19
58.5	15.6	1
58.5	22.8	2
58.5	23.1	2
58.5	25.5	2
58.5	26.7	12
58.5	26.8	2
58.6	-167.4	2
58.6	11.3	2
58.6	16.3	1
58.6	18.2	4
58.6	22.8	2
58.6	23.6	4
58.6	24.0	2
58.6	24.1	2
58.6	26.4	2
58.7	11.2	1
58.7	16.2	1
58.7	22.5	2
58.7	23.7	2
58.7	25.1	2
58.7	26.0	1
58.7	26.3	1
58.7	26.4	2
58.7	26.5	4
58.8	-111.3	82
58.8	9.4	1
58.8	11.2	5
58.8	17.4	73
58.8	17.5	7
58.8	22.8	2
58.8	23.0	4
58.8	23.1	2
58.8	23.5	2
58.8	26.5	2
58.9	5.7	2
58.9	11.1	4
58.9	11.2	1
58.9	17.1	1
58.9	18.0	2
58.9	22.4	2
58.9	23.6	2
58.9	23.7	2
58.9	23.9	2
59.0	-176.2	1
59.0	9.9	3
59.0	10.0	1
59.0	10.2	1
59.0	10.9	2
59.0	18.0	547
59.0	23.7	2
59.0	24.3	2
59.0	24.6	2
59.0	25.6	2
59.1	-65.2	1
59.1	10.2	2
59.1	11.1	1
59.1	24.3	2
59.1	24.5	2
59.1	24.7	2
59.1	26.0	1
59.2	-117.5	1
59.2	10.9	1
59.2	15.6	1
59.2	17.8	2
59.2	23.8	2
59.2	24.0	2
59.2	25.2	4
59.2	27.8	2
59.3	10.4	408
59.3	12.4	8
59.3	15.2	12
59.3	15.4	1
59.3	17.9	2
59.3	18.1	278
59.3	18.3	2
59.3	23.9	4
59.3	24.1	2
59.3	24.6	2
59.3	24.9	2
59.3	26.1	2
59.3	26.5	2
59.3	26.6	2
59.4	-126.1	9
59.4	-117.3	3
59.4	5.1	7
59.4	10.6	1
59.4	13.5	2
59.4	18.0	254
59.4	18.2	2
59.4	24.0	4
59.4	24.5	2
59.4	24.7	4
59.4	26.7	1
59.4	27.5	4
59.4	27.9	2
59.4	28.0	2
59.4	28.2	1
59.5	-117.2	2
59.5	-114.4	1
59.5	-111.0	1
59.5	15.8	1
59.5	24.6	1
59.5	24.7	1
59.5	24.8	4
59.5	25.3	4
59.5	25.4	3
59.5	26.6	2
59.5	27.8	1
59.6	10.4	60
59.6	16.1	1
59.6	16.6	2
59.6	17.8	1
59.6	18.0	1
59.6	25.0	6
59.6	25.6	2
59.6	26.0	2
59.6	26.5	1
59.6	30.2	17
59.7	-168.0	1
59.7	-149.6	1
59.7	5.2	14
59.7	10.6	8
59.7	10.8	1212
59.8	-110.8	1
59.8	10.5	7
59.8	17.7	7
59.8	18.3	1
59.8	18.5	1
59.8	18.6	21
59.9	10.7	23
59.9	10.8	437
59.9	17.6	5005
59.9	17.9	1
59.9	18.5	1
59.9	19.4	1
59.9	23.3	51
59.9	41.3	4
60.0	-43.8	5
60.0	11.0	25
60.0	17.6	1
60.0	22.4	2
60.0	25.0	2
60.1	-149.4	1
60.1	22.3	2
60.1	22.4	2
60.1	24.8	1
60.2	5.1	5
60.2	5.4	3
60.2	18.0	2
60.2	22.4	2
60.2	22.6	1
60.2	24.7	1
60.2	24.9	3355
60.2	25.0	21
60.2	26.2	1
60.3	22.2	19
60.3	22.4	4
60.3	22.5	2
60.4	5.0	1
60.4	5.3	40
60.4	7.1	2
60.4	14.1	1
60.4	16.3	1
60.4	22.2	2
60.4	22.6	2
60.4	23.0	6
60.4	24.8	1
60.5	4.9	429
60.5	8.5	146
60.5	22.3	181
60.5	25.0	1
60.5	38.6	1
60.6	-45.1	5
60.6	7.5	4
60.6	22.2	1
60.6	22.6	6
60.7	5.5	12
60.7	17.2	2
60.7	21.7	6
60.7	24.5	1
60.7	27.3	1
60.8	-94.0	2
60.8	22.0	1
60.9	1.8	2
60.9	16.6	1
60.9	25.7	1
60.9	30.2	2
60.9	68.8	1
61.0	-172.2	1
61.0	-47.1	3
61.0	-46.9	3
61.0	-46.5	2
61.0	10.8	24
61.0	19.0	1
61.0	25.0	3
61.0	25.1	6
61.0	25.5	2
61.0	25.6	22
61.0	25.7	14
61.0	25.8	2
61.1	-167.9	1
61.1	10.7	2
61.1	21.3	5
61.1	25.0	7
61.2	-168.0	3
61.2	15.7	1
61.2	21.4	8
61.2	21.5	11
61.2	25.1	110
61.2	25.2	9
61.3	5.1	6
61.3	22.0	1
61.4	14.2	1
61.4	16.4	3
61.5	-56.0	4
61.5	23.8	917
61.5	29.6	1
61.6	-56.0	1
61.6	8.0	2
61.6	8.1	2
61.6	8.2	4
61.6	31.5	52
61.7	7.2	8
61.7	7.3	4
61.7	8.3	4
61.8	19.3	4
61.8	23.6	1
61.9	16.5	1
61.9	25.8	10
62.1	-167.3	1
62.1	22.5	1
62.1	25.6	1
62.3	24.1	1
62.4	5.7	2
62.4	19.4	1
62.5	22.6	1
62.6	29.9	60
62.7	27.0	1
62.7	29.1	3
62.8	7.0	2
62.8	27.6	1254
62.9	-123.2	1
62.9	27.7	3
62.9	28.6	1
63.0	-168.2	1
63.0	-49.8	3
63.0	-21.5	10
63.0	7.7	2
63.0	21.7	9
63.0	24.0	1
63.1	-123.2	1
63.1	-49.8	3
63.1	7.5	2
63.1	21.9	1
63.2	-123.3	2
63.2	-123.2	1
63.2	14.7	2
63.2	22.2	1
63.2	29.3	1
63.3	-145.4	2
63.3	-90.7	2
63.3	9.1	3
63.3	14.5	21
63.4	-50.8	3
63.4	8.3	2
63.4	14.5	2
63.4	14.8	1
63.4	24.3	1
63.5	-21.0	2
63.5	-20.9	2
63.5	10.4	1
63.6	-172.6	3
63.6	8.5	2
63.6	16.3	2
63.7	15.4	1
63.8	-18.0	1
63.8	11.3	2
63.8	17.5	1
63.8	20.3	74
63.9	-149.3	1
63.9	-149.2	49
63.9	-83.3	1
63.9	-22.1	3
63.9	22.0	1
63.9	23.3	1
64.0	-167.9	1
64.0	-135.0	2
64.0	-83.3	2
64.0	-21.2	10
64.0	-18.3	3
64.0	24.5	1
64.1	-83.1	1
64.1	-51.5	4
64.1	-51.2	6
64.1	-51.0	3
64.1	-21.9	10
64.1	-21.2	2
64.1	-20.6	8
64.1	-20.5	6
64.1	-19.3	1
64.1	15.6	1
64.1	16.4	1
64.1	18.8	7
64.1	29.0	1
64.2	-51.7	2
64.2	-51.2	2
64.2	-51.1	2
64.2	-21.9	7
64.2	-21.4	1
64.2	18.8	4
64.2	19.6	14
64.2	29.0	1
64.3	-15.5	8
64.4	-21.1	4
64.4	-20.8	1
64.4	27.9	1
64.5	-51.1	2
64.5	-22.2	2
64.5	40.5	350
64.6	-22.0	4
64.6	-19.3	1
64.6	29.9	1
64.7	-168.2	2
64.7	-167.4	1
64.7	-53.0	4
64.7	-21.4	30
64.7	25.5	1
64.7	26.1	1
64.8	-147.8	2
64.8	-22.9	2
64.8	20.2	36
64.9	-147.9	4
64.9	-147.8	36
65.0	-169.9	8
65.0	-169.1	2
65.0	-147.6	49
65.0	21.3	1
65.0	25.5	1
65.0	26.2	12
65.0	26.4	1
65.0	41.1	1
65.1	-147.5	14
65.1	-19.0	4
65.1	25.4	1
65.2	-164.8	2
65.2	-147.5	27
65.3	-168.1	1
65.3	-146.9	12
65.3	23.8	1
65.3	73.0	1
65.4	-168.6	1
65.4	-38.5	22
65.4	23.3	3
65.5	72.5	5
65.5	72.6	3
65.6	-52.8	3
65.6	-37.7	15
65.6	-37.2	4
65.6	22.2	3
65.6	71.9	2
65.6	72.6	2
65.7	-37.9	97
65.7	-37.8	5
65.7	71.8	2
65.8	-168.4	4
65.8	-52.7	3
65.9	-36.7	5
65.9	22.4	1
66.0	-54.1	8
66.0	-37.9	4
66.0	-37.1	10
66.1	-56.3	6
66.1	12.6	5
66.1	22.3	1
66.1	23.6	1
66.2	-150.2	15
66.2	-61.5	1
66.2	-61.4	1
66.2	23.2	1
66.3	21.1	1
66.5	-168.5	1
66.5	-168.4	1
66.5	-18.8	6
66.5	25.6	1
66.6	33.1	2
66.8	-167.2	1
66.8	-61.1	2
66.8	32.8	1
66.9	-61.4	1
66.9	-53.7	6
67.0	-165.2	1
67.0	-57.0	8
67.0	-50.9	2
67.0	-50.7	5
67.0	-50.6	3
67.0	23.1	1
67.1	-50.4	3
67.1	-50.3	5
67.1	-50.0	6
67.1	0.2	3
67.2	-150.3	11
67.2	-50.1	2
67.2	0.2	1
67.2	0.4	3
67.2	0.5	1
67.2	14.3	2
67.3	13.9	2
67.4	-134.9	1
67.4	-134.8	1
67.4	26.5	1
67.5	-134.8	1
67.5	-134.7	2
67.5	18.4	1
67.5	22.4	1
67.6	-149.8	15
67.6	33.6	1
67.7	-169.0	6
67.7	-168.9	6
67.7	-168.7	6
67.7	21.2	4
67.8	-168.6	14
67.8	20.4	309
67.9	-168.2	6
67.9	-167.7	2
67.9	20.4	8
68.0	-167.9	9
68.0	-18.8	11
68.0	15.7	2
68.0	24.0	2
68.0	24.2	9
68.1	-167.5	11
68.2	-167.3	12
68.2	-167.1	5
68.3	-166.9	4
68.4	17.8	2
68.4	19.0	613
68.5	-155.8	6
68.5	-149.5	17
68.5	17.6	2
68.5	24.7	3
68.6	-149.6	25
68.6	-149.5	1
68.6	-149.3	2
68.6	158.7	1
68.6	161.4	30
68.7	-167.1	1
68.7	-149.4	4
68.7	-149.1	22
68.7	-53.0	5
68.9	17.1	6
68.9	27.0	1
69.0	-105.3	13
69.0	20.8	86
69.1	-148.8	14
69.1	-105.1	3
69.1	-51.5	3
69.1	27.8	1
69.2	-51.1	10
69.2	7.7	1
69.3	-56.2	7
69.3	-53.6	14
69.3	-53.5	18
69.3	-53.4	4
69.3	-52.9	7
69.3	-49.3	2
69.4	-53.9	2
69.5	-168.5	2
69.5	-139.0	1
69.5	19.8	4
69.5	20.0	4
69.5	29.8	1
69.5	30.0	1
69.6	-139.0	5
69.6	-138.9	2
69.6	-53.6	2
69.7	-148.7	16
69.7	-23.7	4
69.7	19.0	281
69.8	18.8	4
69.9	-164.9	1
70.0	-148.7	15
70.0	26.3	10
70.1	-156.1	9
70.1	-138.2	1
70.2	-148.5	17
70.2	-121.2	2
70.2	4.0	8
70.4	-139.0	1
70.4	-135.6	1
70.4	-135.3	1
70.4	-90.7	3
70.4	-22.0	2
70.5	-168.3	1
70.5	-163.8	1
70.5	-157.4	9
70.5	-136.1	1
70.5	-135.3	1
70.5	-122.9	7
70.7	-163.1	1
70.7	-21.6	3
70.9	-162.8	1
70.9	-53.5	1
71.0	-161.9	8
71.0	-156.5	8
71.0	-53.6	4
71.1	-162.2	4
71.1	-22.0	2
71.1	174.8	1
71.1	174.9	1
71.1	175.0	3
71.2	-162.6	4
71.2	-162.0	1
71.2	-157.1	4
71.2	-156.6	9
71.2	-156.4	3
71.2	8.9	4
71.3	-157.3	10
71.3	-156.6	2
71.3	-156.5	26
71.3	-52.6	2
71.4	-163.0	6
71.4	-160.4	1
71.4	-157.5	6
71.4	-157.1	1
71.5	-163.4	4
71.5	-161.6	1
71.5	-157.7	6
71.5	-157.6	13
71.5	160.9	2
71.6	-163.8	6
71.6	-161.6	3
71.6	-161.5	10
71.6	-161.4	2
71.6	-157.9	4
71.6	-157.8	6
71.6	-126.1	1
71.6	160.9	3
71.7	-161.5	1
71.7	-161.0	1
71.7	21.6	1
71.9	-154.9	5
72.0	-161.2	1
72.0	0.1	4
72.0	14.7	14
72.0	21.5	5
72.0	21.6	42
72.0	21.7	2
72.1	-157.0	1
72.2	-161.1	1
72.2	-72.5	2
72.2	-2.0	1
72.4	-159.0	1
72.4	-71.9	1
72.5	-164.5	1
72.5	-158.9	1
72.5	-71.9	4
72.5	44.1	8
72.6	-160.8	1
72.6	-158.7	2
72.6	-158.6	1
72.6	44.2	1
72.7	-161.7	1
72.7	-160.5	1
72.7	-158.8	1
72.7	-158.6	1
72.8	-159.6	6
72.8	-158.3	2
72.8	-55.1	3
72.8	-53.9	3
72.9	-160.6	1
73.0	-161.7	1
73.0	-160.5	1
73.0	-158.8	2
73.0	-140.0	2
73.0	9.9	3
73.2	-150.2	3
73.3	-168.8	3
73.3	-162.3	2
73.4	-168.7	1
73.4	-168.3	1
73.4	-168.2	1
73.4	-168.1	3
73.4	-163.0	1
73.5	-157.3	1
73.7	-162.4	2
73.7	167.7	1
73.8	-162.1	1
73.8	-162.0	1
73.8	-158.8	1
73.8	8.5	9
73.8	169.2	1
74.0	-139.6	4
74.1	-159.1	1
74.3	-159.5	3
74.3	-159.4	8
74.3	-85.9	2
74.3	-85.8	3
74.3	-85.7	3
74.3	-85.6	3
74.3	2.3	8
74.5	167.9	1
74.7	-158.5	8
74.7	-146.7	2
74.7	-95.0	9
74.7	-94.9	15
74.8	76.1	4
74.8	76.2	4
74.8	76.3	2
74.8	170.5	1
75.0	-167.9	1
75.0	-159.9	2
75.0	-151.2	4
75.0	-150.0	4
75.1	-159.9	4
75.2	-150.1	2
75.3	-156.0	1
75.4	-169.0	1
75.4	171.5	1
75.6	-158.8	5
75.7	-169.7	2
75.8	143.0	2
75.9	-161.4	1
76.1	1.4	1
76.1	172.7	1
76.2	-171.0	1
76.2	-68.2	2
76.2	1.4	3
76.2	1.6	1
76.5	-69.3	5
76.5	125.5	1
76.5	127.5	1
76.6	-164.0	1
76.7	174.3	1
76.9	-160.1	1
76.9	7.1	1
77.0	-158.0	4
77.1	-175.8	4
77.1	-161.8	1
77.1	-150.2	3
77.2	73.2	3
77.5	-69.2	15
77.5	-69.1	4
77.8	-70.3	5
77.9	116.8	2
77.9	117.2	3
78.0	-157.0	1
78.0	-153.7	1
78.0	-151.5	2
78.0	-150.0	5
78.0	11.5	1
78.0	14.2	1
78.0	15.9	9
78.0	16.0	5
78.0	116.4	1
78.0	116.7	3
78.1	-150.2	3
78.1	14.4	6
78.1	16.1	2
78.2	-177.7	1
78.2	-147.8	1
78.2	15.5	4
78.2	15.7	2
78.2	16.0	1
78.3	91.6	2
78.3	91.7	2
78.3	91.9	3
78.4	91.6	3
78.6	11.5	1
78.6	11.6	1
78.8	-75.9	6
78.8	-2.8	1
78.9	-3.2	1
78.9	7.8	3
78.9	8.1	4
78.9	11.8	55
78.9	11.9	22
78.9	12.0	14
78.9	12.1	13
78.9	12.2	4
78.9	12.3	6
78.9	12.4	6
78.9	79.1	4
78.9	79.2	1
78.9	79.4	1
79.0	-9.5	1
79.0	-5.3	1
79.0	7.0	1
79.0	8.0	1
79.0	9.5	3
79.0	11.7	10
79.0	11.8	8
79.0	12.0	7
79.0	12.1	1
79.0	12.2	1
79.0	12.3	2
79.0	12.4	2
79.0	12.5	7
79.0	79.4	3
79.1	-150.0	1
79.1	3.6	1
79.1	4.2	1
79.1	6.1	1
79.1	11.1	3
79.1	11.4	1
79.2	-150.1	3
79.2	2.9	1
79.2	11.6	1
79.2	66.3	3
79.2	66.4	1
79.2	66.5	3
79.2	66.6	1
79.3	66.3	1
79.4	-150.0	1
79.4	-90.7	2
79.5	-178.5	1
79.6	-16.5	1
79.7	-178.7	2
79.8	-0.0	1
79.8	1.8	8
79.9	-150.0	2
79.9	0.8	1
80.0	-178.4	1
80.0	-150.0	2
80.0	161.5	6
80.0	179.6	6
80.1	22.2	3
80.2	0.1	3
80.2	0.6	2
80.3	4.0	1
80.4	0.6	1
80.5	7.9	1
80.6	-179.5	1
80.6	0.6	8
80.8	-66.4	2
80.9	-179.6	1
80.9	-150.2	1
80.9	-150.1	2
80.9	-0.1	1
81.0	-132.2	5
81.0	0.4	2
81.1	-150.2	1
81.1	-150.0	2
81.2	-0.1	1
81.3	-150.1	2
81.4	0.5	11
81.5	2.4	2
81.5	21.8	3
81.7	6.2	7
81.7	6.7	5
81.7	7.5	4
81.9	9.8	1
81.9	9.9	2
82.0	-150.1	1
82.0	-150.0	3
82.0	168.0	8
82.0	178.7	2
82.1	-32.6	3
82.1	178.5	2
82.6	-80.6	9
82.7	-150.2	1
82.7	178.3	1
82.8	-150.0	3
82.9	-6.4	1
82.9	-6.3	4
82.9	-6.2	1
83.0	-75.4	17
83.1	-74.1	5
83.2	177.1	1
83.3	-149.8	3
83.3	177.5	1
83.4	9.1	1
83.6	-149.9	1
83.7	-149.5	1
83.7	-33.4	2
83.8	-174.8	2
83.9	-149.9	2
83.9	16.6	1
83.9	18.1	4
84.0	177.5	1
84.0	177.6	3
84.0	177.8	1
84.1	15.9	2
84.1	178.5	2
84.6	13.0	1
84.6	111.1	6
84.6	175.5	1
84.7	12.9	1
84.8	13.4	1
85.0	-149.5	1
85.0	-149.1	1
85.0	43.1	8
85.2	-150.0	1
85.2	-149.3	1
85.6	13.3	2
85.6	85.1	2
85.7	-150.6	2
85.9	-147.6	1
85.9	-147.4	2
86.2	-145.9	1
86.3	-144.9	1
86.5	-144.4	1
86.9	55.7	5
87.0	55.7	1
87.1	-179.4	1
87.2	-179.7	1
87.3	-142.5	1
87.3	107.4	1
87.4	93.1	2
87.4	93.2	5
87.4	95.7	1
87.5	-180.0	1
87.5	94.9	2
87.6	-178.9	4
87.6	93.7	1
87.6	94.1	4
87.6	102.1	3
87.7	-142.1	3
88.0	178.1	3
88.0	178.5	2
88.3	-130.9	1
88.4	-176.8	2
88.7	173.2	1
88.9	-131.0	2
89.1	-142.0	1
89.7	-143.4	1
89.8	143.3	2
90.0	-147.0	4
90.0	-89.3	1
